WKT,name,description
"POLYGON ((106.806099 -6.2129056, 106.8048974 -6.2130122, 106.8027516 -6.2136308, 106.7984601 -6.2146548, 106.798224 -6.2148254, 106.798224 -6.2154014, 106.7983957 -6.2171079, 106.7983528 -6.2183664, 106.7983099 -6.2192837, 106.7983099 -6.2203716, 106.7983099 -6.2205849, 106.7993184 -6.2210969, 106.8024727 -6.2223341, 106.803052 -6.22259, 106.803331 -6.222846, 106.8035885 -6.223166, 106.804833 -6.2247232, 106.8052621 -6.2243819, 106.8056913 -6.2239339, 106.8059273 -6.2238913, 106.8087168 -6.2220781, 106.8085666 -6.2218648, 106.8082662 -6.2213102, 106.8083306 -6.2158493, 106.80788 -6.2158067, 106.8068929 -6.2157853, 106.8063994 -6.2157, 106.8061205 -6.215444, 106.806335 -6.2133962, 106.8062063 -6.2132469, 106.806099 -6.2129056))",Taman GBK,
