WKT,name,description
"POLYGON ((106.8254839 -6.171482, 106.8239819 -6.1714607, 106.8235528 -6.171482, 106.8233114 -6.1716474, 106.8232255 -6.171754, 106.8231421 -6.1753317, 106.8230596 -6.179808, 106.8231562 -6.179968, 106.8233278 -6.1802027, 106.8235746 -6.1802987, 106.8238643 -6.1803733, 106.8309989 -6.180128, 106.8310526 -6.179968, 106.8310526 -6.1796053, 106.8309238 -6.17936, 106.8304518 -6.178912, 106.8304089 -6.1788053, 106.8304518 -6.1786667, 106.8305161 -6.1785707, 106.8306127 -6.1784854, 106.8298724 -6.177824, 106.8299368 -6.1758187, 106.8300157 -6.1756444, 106.8300157 -6.1753138, 106.8300694 -6.1750898, 106.8300157 -6.1745351, 106.8300479 -6.1744391, 106.8299835 -6.1740871, 106.829769 -6.1734365, 106.8293827 -6.1732018, 106.8290609 -6.1729031, 106.8290179 -6.1726258, 106.8292325 -6.1719858, 106.8291252 -6.1716018, 106.8285888 -6.1715805, 106.8254839 -6.171482))",Taman Monas,
