WKT,name,description
"POLYGON ((106.8835308 -6.2986473, 106.8842604 -6.3015906, 106.8849041 -6.3030409, 106.8873503 -6.3047471, 106.8897107 -6.3053016, 106.8936589 -6.306368, 106.8956759 -6.3064533, 106.8964913 -6.3067093, 106.8972638 -6.306368, 106.8985512 -6.3073065, 106.8993666 -6.3071358, 106.9008257 -6.3054296, 106.9015553 -6.3057708, 106.9018986 -6.306368, 106.9015553 -6.3074771, 106.9011261 -6.3092686, 106.901684 -6.3107615, 106.9043019 -6.3111028, 106.9043019 -6.3102497, 106.9041731 -6.3099084, 106.9048598 -6.3094392, 106.9055893 -6.3078183, 106.9050743 -6.3073491, 106.9051602 -6.3065386, 106.9058897 -6.306624, 106.9061901 -6.3056002, 106.906276 -6.3043632, 106.9059327 -6.2995431, 106.9037011 -6.2995857, 106.9020703 -6.2992018, 106.9005682 -6.2992018, 106.8941309 -6.2988606, 106.8902686 -6.2988179, 106.8888094 -6.29869, 106.8835308 -6.2986473))",TMII,
