WKT,name,description
"POLYGON ((110.021411 -7.893986, 110.1369678 -7.9389204, 110.1726733 -7.9620419, 110.1987659 -7.9865221, 110.3388415 -8.0300389, 110.3704272 -8.0708316, 110.4171191 -8.0871475, 110.4473315 -8.1034628, 110.5517016 -8.1320129, 110.6038867 -8.1551235, 110.7055102 -8.1904664, 110.7096301 -8.204059, 110.7247363 -8.1999813, 110.7453357 -8.1999813, 110.8030139 -8.1945442, 110.8277331 -8.204059, 110.8332263 -8.1741547, 110.82224 -8.1700766, 110.8167468 -8.1415292, 110.8016406 -8.1605611, 110.7879077 -8.1551235, 110.7920276 -8.1197774, 110.7851611 -8.0980245, 110.7728015 -8.054515, 110.7535754 -8.0300389, 110.7618152 -8.0055613, 110.7739745 -7.9402329, 110.7712279 -7.9048681, 110.780841 -7.8885449, 110.7849608 -7.8654192, 110.7849608 -7.8463736, 110.7849608 -7.8178035, 110.7739745 -7.8069191, 110.7547484 -7.8259666, 110.7327758 -7.804198, 110.7162963 -7.7960345, 110.7039367 -7.8082797, 110.6764709 -7.8055586, 110.672351 -7.7851495, 110.6572448 -7.8096402, 110.6476317 -7.7933133, 110.6256591 -7.8014768, 110.6023131 -7.8028374, 110.5803405 -7.8123613, 110.5899535 -7.7892314, 110.5666076 -7.7837889, 110.5377685 -7.7946739, 110.5075561 -7.7769857, 110.4897033 -7.7388855, 110.4745971 -7.6871725, 110.4704772 -7.6327311, 110.4636108 -7.6095914, 110.4608642 -7.5619468, 110.4402648 -7.5469717, 110.4004394 -7.5850891, 110.3400146 -7.6327311, 110.3056823 -7.6504253, 110.2768432 -7.7062254, 110.2658568 -7.6953382, 110.2631103 -7.6653968, 110.2562438 -7.6463421, 110.238391 -7.6558696, 110.2013122 -7.6463421, 110.1724731 -7.644981, 110.1395141 -7.6477032, 110.1147948 -7.6653968, 110.1408874 -7.6858116, 110.1367675 -7.7157515, 110.1175414 -7.771543, 110.0941955 -7.790592, 110.0626098 -7.8178035, 110.0557433 -7.8422922, 110.035144 -7.8858243, 110.021411 -7.893986))",DI Yogyakarta,
